측정월	측정소명	이산화질소농도(ppm)	오존농도(ppm)	일산화탄소농도(ppm)	아황산가스(ppm)	미세먼지(㎍/㎥)	초미세먼지(㎍/㎥)
201612	영등포구	0.025	0.008	0.9	0.004	50	29
201612	영등포로	0.066	0.007	0.7	0.007	63	41
201612	용산구	0.034	0.008	0.7	0.005	43	32
201612	은평구	0.03	0.008	0.6	0.006	47	29
201612	정릉로	0.033	0.008	0.8	0.007	58	30
201612	종로	0.044	0.008	0.6	0.004	42	37
201612	종로구	0.041	0.009	0.7	0.004	47	33
201612	중구	0.041	0.009	0.7	0.004	47	32
201612	중랑구	0.038	0.009	0.6	0.006	50	31
201612	천호대로	0.047	0.005	0.7	0.005	46	31
201612	청계천로	0.047	0.007	0.8	0.006	43	33
201612	한강대로	0.05	0.006	0.7	0.006	61	37
201612	홍릉로	0.046	0.007	1.1	0.007	46	34
201612	화랑로	0.063	0.007	0.8	0.005	60	35
201611	강남구	0.036	0.012	0.5	0.005	58	30
201611	강남대로	0.072	0.008	0.9	0.007	65	26
201611	강동구	0.037	0.012	0.6	0.005	62	32
201611	강변북로	0.044	0.009	0.6	0.004	63	28
201611	강북구	0.037	0.014	0.6	0.004	47	28
201611	강서구	0.034	0.015	0.5	0.006	53	27
201611	공항대로	0.054	0.009	0.7	0.005	71	30
201611	관악구	0.042	0.016	0.7	0.007	50	31
201611	광진구	0.037	0.015	0.6	0.004	52	32
201611	구로구	0.027	0.015	0.5	0.006	53	27
201611	금천구	0.039	0.015	0.6	0.004	47	28
201611	노원구	0.032	0.016	0.6	0.004	46	28
201611	도봉구	0.034	0.016	0.6	0.005	53	26
201611	도산대로	0.041	0.011	1.1	0.005	57	27
201611	동대문구	0.037	0.01	0.7	0.005	54	27
201611	동작구	0.037	0.015	0.6	0.004	46	27
201611	동작대로	0.057	0.009	0.8	0.006	70	38
201611	마포구	0.038	0.014	0.7	0.004	49	25
201611	서대문구	0.024	0.019	0.6	0.005	55	20
201611	서초구	0.037	0.014	0.6	0.005	54	25
201611	성동구	0.038	0.011	0.6	0.004	56	29
201611	성북구	0.037	0.009	0.6	0.004	66	29
201611	송파구	0.038	0.014	0.6	0.005	50	28
201611	신촌로	0.052	0.007	1	0.007	60	28
201611	양천구	0.04	0.012	0.7	0.004	49	27
201611	영등포구	0.025	0.016	0.8	0.003	59	28
201611	영등포로	0.067	0.009	0.6	0.007	67	31
201611	용산구	0.034	0.011	0.6	0.004	45	31
201611	은평구	0.028	0.013	0.6	0.005	52	26
201611	정릉로	0.042	0.012	0.7	0.005	61	25
201611	종로	0.044	0.01	0.6	0.004	46	29
201611	종로구	0.038	0.013	0.6	0.004	50	31
201611	중구	0.04	0.012	0.5	0.004	51	32
201611	중랑구	0.039	0.013	0.5	0.006	57	31
201611	천호대로	0.049	0.008	0.6	0.004	45	23
201611	청계천로	0.055	0.01	0.8	0.006	47	32
201611	한강대로	0.048	0.01	0.6	0.005	63	28
201611	홍릉로	0.046	0.009	0.9	0.006	50	32
201611	화랑로	0.043	0.009	0.8	0.005	64	31
201610	강남구	0.031	0.015	0.4	0.004	41	21
201610	강남대로	0.071	0.009	0.8	0.006	48	20
201610	강동구	0.029	0.018	0.5	0.004	43	22
201610	강변북로	0.041	0.013	0.5	0.003	46	20
201610	강북구	0.03	0.02	0.5	0.003	31	19
201610	강서구	0.029	0.017	0.4	0.005	40	20
201610	공항대로	0.051	0.009	0.6	0.004	61	24
201610	관악구	0.037	0.02	0.5	0.006	39	24
201610	광진구	0.03	0.019	0.5	0.004	36	18
201610	구로구	0.026	0.019	0.4	0.005	40	20
201610	금천구	0.033	0.018	0.5	0.003	32	19
201610	노원구	0.021	0.021	0.4	0.005	29	19
201610	도봉구	0.026	0.019	0.4	0.004	36	19
201610	도산대로	0.043	0.016	0.8	0.004	43	19
201610	동대문구	0.033	0.013	0.6	0.005	38	20
201610	동작구	0.029	0.013	0.5	0.002	34	16
201610	동작대로	0.056	0.011	0.7	0.005	54	32
201610	마포구	0.034	0.018	0.6	0.003	38	19
201610	서대문구	0.02	0.023	0.4	0.004	37	16
201610	서초구	0.031	0.018	0.6	0.004	40	19
201610	성동구	0.029	0.012	0.5	0.004	39	21
201610	성북구	0.033	0.017	0.5	0.004	40	21
201610	송파구	0.028	0.017	0.6	0.004	36	19
201610	신촌로	0.052	0.01	0.9	0.005	47	23
201610	양천구	0.034	0.015	0.5	0.004	39	20
201610	영등포구	0.024	0.02	0.6	0.002	45	21
201610	영등포로	0.054	0.011	0.5	0.006	47	23
201610	용산구	0.028	0.016	0.5	0.003	33	23
201610	은평구	0.026	0.018	0.5	0.005	39	20
201610	정릉로	0.033	0.015	0.6	0.004	44	22
201610	종로	0.042	0.011	0.5	0.004	34	19
201610	종로구	0.024	0.016	0.4	0.002	37	22
201610	중구	0.03	0.014	0.4	0.003	30	18
201610	중랑구	0.027	0.018	0.4	0.005	40	21
201610	천호대로	0.041	0.01	0.5	0.004	34	19
201610	청계천로	0.048	0.014	0.6	0.006	36	23
201610	한강대로	0.044	0.015	0.6	0.004	52	24
201610	홍릉로	0.04	0.013	0.7	0.007	36	21
201610	화랑로	0.04	0.011	0.7	0.004	46	23
201609	강남구	0.028	0.024	0.4	0.004	42	26
201609	강남대로	0.073	0.013	0.7	0.006	50	28
201609	강동구	0.025	0.025	0.4	0.004	40	24
201609	강변북로	0.043	0.015	0.6	0.003	47	24
201609	강북구	0.027	0.029	0.4	0.003	29	21
201609	강서구	0.025	0.03	0.4	0.006	40	25
201609	공항대로	0.05	0.015	0.6	0.005	58	26
201609	관악구	0.032	0.032	0.5	0.006	39	26
201609	광진구	0.027	0.027	0.6	0.004	34	22
201609	구로구	0.023	0.03	0.4	0.005	41	24
201609	금천구	0.03	0.029	0.5	0.004	34	23
201609	노원구	0.023	0.028	0.4	0.006	29	21
201609	도봉구	0.024	0.023	0.4	0.004	35	23
201609	도산대로	0.042	0.023	0.7	0.004	43	25
201609	동대문구	0.029	0.019	0.7	0.005	37	24
201609	동작구	0.028	0.026	0.5	0.004	35	23
201609	동작대로	0.058	0.014	0.7	0.004	56	37
201609	마포구	0.029	0.031	0.5	0.003	37	25
201609	서대문구	0.018	0.034	0.4	0.003	37	19
201609	서초구	0.026	0.028	0.6	0.004	39	23
201609	성동구	0.029	0.019	0.5	0.006	39	24
201609	성북구	0.03	0.023	0.5	0.004	41	24
201609	송파구	0.027	0.025	0.6	0.004	36	23
201609	신촌로	0.052	0.014	0.7	0.004	48	28
201609	양천구	0.028	0.032	0.5	0.004	34	20
201609	영등포구	0.023	0.034	0.6	0.002	44	25
201609	영등포로	0.05	0.016	0.5	0.007	45	28
201609	용산구	0.024	0.026	0.4	0.003	35	25
201609	은평구	0.025	0.024	0.4	0.004	38	25
201609	정릉로	0.026	0.021	0.6	0.003	44	26
201609	종로	0.044	0.014	0.4	0.004	35	20
201609	종로구	0.023	0.021	0.3	0.004	32	22
201609	중구	0.027	0.025	0.5	0.005	42	27
201609	중랑구	0.024	0.025	0.4	0.005	39	25
201609	천호대로	0.039	0.019	0.7	0.003	33	21
201609	청계천로	0.047	0.02	0.5	0.006	35	24
201609	한강대로	0.046	0.021	0.6	0.004	52	29
201609	홍릉로	0.042	0.019	0.7	0.007	35	23
201609	화랑로	0.051	0.015	0.7	0.004	44	26
201608	강남구	0.027	0.027	0.4	0.004	38	24
201608	강남대로	0.075	0.014	0.7	0.005	50	28
201608	강동구	0.032	0.025	0.4	0.004	37	23
201608	강변북로	0.047	0.013	0.5	0.003	44	24
201608	강북구	0.022	0.035	0.4	0.003	27	20
201608	강서구	0.023	0.034	0.3	0.005	38	23
201608	공항대로	0.034	0.015	0.5	0.005	56	27
201608	관악구	0.028	0.033	0.4	0.006	38	25
201608	광진구	0.027	0.029	0.7	0.004	36	21
201608	구로구	0.019	0.036	0.3	0.005	40	25
201608	금천구	0.028	0.033	0.4	0.004	34	22
201608	노원구	0.017	0.031	0.4	0.006	25	19
201608	도봉구	0.021	0.036	0.3	0.004	33	21
201608	도산대로	0.036	0.022	0.8	0.004	38	22
201608	동대문구	0.023	0.024	0.5	0.005	34	21
201608	동작구	0.025	0.028	0.3	0.004	27	16
201608	동작대로	0.059	0.015	0.5	0.004	54	35
201608	마포구	0.023	0.035	0.4	0.003	36	25
201608	서대문구	0.018	0.033	0.4	0.003	35	18
201608	서초구	0.021	0.034	0.5	0.003	32	21
201608	성동구	0.027	0.023	0.4	0.006	36	21
201608	성북구	0.025	0.025	0.5	0.004	38	22
201608	송파구	0.027	0.028	0.5	0.004	30	21
201608	신촌로	0.045	0.013	0.8	0.005	45	25
201608	양천구	0.024	0.036	0.4	0.004	33	20
201608	영등포구	0.023	0.038	0.5	0.003	41	23
201608	영등포로	0.048	0.018	0.4	0.007	41	24
201608	용산구	0.021	0.03	0.3	0.004	34	23
201608	은평구	0.022	0.024	0.3	0.004	30	19
201608	정릉로	0.024	0.031	0.4	0.004	41	26
201608	종로	0.036	0.018	0.3	0.004	34	21
201608	종로구	0.021	0.026	0.3	0.004	31	21
201608	중구	0.021	0.025	0.4	0.004	37	21
201608	중랑구	0.022	0.026	0.4	0.005	36	23
201608	천호대로	0.042	0.022	0.6	0.003	33	22
201608	청계천로	0.038	0.013	0.4	0.006	34	22
201608	한강대로	0.044	0.024	0.5	0.004	46	27
201608	홍릉로	0.043	0.018	0.6	0.007	34	22
201608	화랑로	0.049	0.016	0.5	0.004	42	23
201607	강남구	0.025	0.023	0.3	0.004	35	23
201607	강남대로	0.063	0.012	0.7	0.005	44	27
201607	강동구	0.029	0.02	0.4	0.004	34	22
201607	강변북로	0.053	0.009	0.4	0.005	39	22
201607	강북구	0.024	0.03	0.4	0.003	32	23
201607	강서구	0.02	0.022	0.3	0.005	34	21
201607	공항대로	0.03	0.013	0.5	0.004	41	25
201607	관악구	0.026	0.027	0.4	0.005	38	25
201607	광진구	0.028	0.024	0.5	0.004	38	25
201607	구로구	0.02	0.039	0.3	0.005	38	24
201607	금천구	0.025	0.03	0.4	0.004	33	22
201607	노원구	0.02	0.027	0.4	0.006	29	22
201607	도봉구	0.022	0.028	0.4	0.004	32	20
201607	도산대로	0.039	0.018	0.6	0.004	34	22
201607	동대문구	0.022	0.022	0.4	0.005	32	21
201607	동작구	0.024	0.026	0.3	0.004	23	14
201607	동작대로	0.05	0.019	0.6	0.005	49	33
201607	마포구	0.026	0.029	0.6	0.004	35	25
201607	서대문구	0.018	0.029	0.3	0.003	33	17
201607	서초구	0.026	0.029	0.4	0.004	34	21
201607	성동구	0.027	0.019	0.3	0.005	35	21
201607	성북구	0.029	0.019	0.5	0.005	36	23
201607	송파구	0.024	0.026	0.4	0.004	30	21
201607	신촌로	0.047	0.01	0.7	0.005	45	24
201607	양천구	0.023	0.032	0.4	0.004	33	19
201607	영등포구	0.022	0.031	0.4	0.004	37	22
201607	영등포로	0.052	0.012	0.5	0.007	39	24
201607	용산구	0.023	0.025	0.3	0.004	35	24
201607	은평구	0.023	0.024	0.3	0.004	33	20
201607	정릉로	0.019	0.037	0.4	0.007	41	23
201607	종로	0.044	0.014	0.6	0.004	36	20
201607	종로구	0.023	0.023	0.3	0.004	30	21
201607	중구	0.03	0.022	0.3	0.003	34	21
201607	중랑구	0.023	0.024	0.4	0.005	34	23
201607	천호대로	0.036	0.02	0.5	0.003	33	22
201607	청계천로	0.04	0.02	0.3	0.008	33	19
201607	한강대로	0.044	0.018	0.6	0.005	46	25
201607	홍릉로	0.041	0.016	0.6	0.007	36	23
201607	화랑로	0.046	0.029	0.6	0.004	38	25
201606	강남구	0.029	0.034	0.4	0.005	46	31
201606	강남대로	0.073	0.016	0.7	0.004	53	29
201606	강동구	0.032	0.029	0.4	0.004	47	29
201606	강변북로	0.061	0.016	0.5	0.006	51	28
201606	강북구	0.026	0.044	0.4	0.003	40	26
201606	강서구	0.022	0.036	0.3	0.006	49	30
201606	공항대로	0.036	0.019	0.6	0.006	57	33
201606	관악구	0.027	0.043	0.5	0.005	50	32
201606	광진구	0.033	0.035	0.5	0.004	48	29
201606	구로구	0.023	0.029	0.5	0.006	51	31
201606	금천구	0.031	0.04	0.5	0.004	45	29
201606	노원구	0.023	0.038	0.4	0.006	37	28
201606	도봉구	0.024	0.044	0.4	0.004	41	26
201606	도산대로	0.05	0.026	0.7	0.005	47	26
201606	동대문구	0.03	0.033	0.5	0.005	45	28
201606	동작구	0.028	0.037	0.4	0.004	40	24
201606	동작대로	0.061	0.023	0.6	0.005	63	39
201606	마포구	0.031	0.04	0.5	0.005	48	34
201606	서대문구	0.02	0.043	0.3	0.004	46	26
201606	서초구	0.029	0.038	0.4	0.004	44	28
201606	성동구	0.035	0.035	0.4	0.006	53	29
201606	성북구	0.032	0.03	0.5	0.005	44	28
201606	송파구	0.03	0.038	0.4	0.005	42	28
201606	신촌로	0.055	0.017	0.7	0.005	67	34
201606	양천구	0.027	0.045	0.5	0.004	47	24
201606	영등포구	0.026	0.039	0.5	0.004	54	31
201606	영등포로	0.064	0.017	0.5	0.007	54	31
201606	용산구	0.033	0.034	0.5	0.005	43	28
201606	은평구	0.03	0.037	0.3	0.005	46	25
201606	정릉로	0.024	0.041	0.4	0.007	51	25
201606	종로	0.047	0.019	0.5	0.004	42	25
201606	종로구	0.027	0.028	0.3	0.005	44	28
201606	중구	0.036	0.035	0.4	0.003	45	27
201606	중랑구	0.028	0.035	0.4	0.006	45	29
201606	천호대로	0.044	0.027	0.4	0.004	45	27
201606	청계천로	0.045	0.028	0.5	0.011	43	16
201606	한강대로	0.052	0.026	0.6	0.005	56	31
201606	홍릉로	0.05	0.023	0.6	0.007	45	29
201606	화랑로	0.052	0.024	0.6	0.004	50	31
201605	강남구	0.032	0.041	0.4	0.006	56	31
201605	강남대로	0.071	0.018	0.7	0.005	67	30
201605	강동구	0.032	0.029	0.5	0.004	62	30
201605	강변북로	0.059	0.019	0.5	0.006	65	30
201605	강북구	0.028	0.046	0.5	0.003	47	27
201605	강서구	0.026	0.033	0.4	0.006	59	29
201605	공항대로	0.036	0.019	0.6	0.005	67	27
201605	관악구	0.032	0.043	0.5	0.005	55	32
201605	광진구	0.031	0.039	0.5	0.004	55	30
201605	구로구	0.024	0.035	0.5	0.006	61	32
201605	금천구	0.033	0.044	0.5	0.005	49	29
201605	노원구	0.026	0.042	0.5	0.006	44	26
201605	도봉구	0.025	0.047	0.4	0.004	54	28
201605	도산대로	0.046	0.03	0.8	0.005	62	30
201605	동대문구	0.032	0.036	0.5	0.006	59	28
201605	동작구	0.03	0.039	0.4	0.004	51	26
201605	동작대로	0.063	0.023	0.6	0.006	76	43
201605	마포구	0.034	0.043	0.5	0.005	56	32
201605	서대문구	0.019	0.045	0.5	0.004	58	30
201605	서초구	0.031	0.04	0.4	0.004	63	28
201605	성동구	0.036	0.036	0.6	0.007	66	29
201605	성북구	0.033	0.032	0.5	0.005	58	27
201605	송파구	0.034	0.039	0.5	0.005	55	28
201605	신촌로	0.057	0.018	0.7	0.006	82	32
201605	양천구	0.032	0.046	0.5	0.005	51	25
201605	영등포구	0.03	0.039	0.7	0.004	67	32
201605	영등포로	0.067	0.018	0.5	0.008	67	34
201605	용산구	0.034	0.036	0.5	0.005	50	29
201605	은평구	0.037	0.041	0.4	0.006	55	26
201605	정릉로	0.03	0.037	0.5	0.006	65	29
201605	종로	0.047	0.025	0.5	0.005	53	25
201605	종로구	0.029	0.031	0.3	0.005	53	32
201605	중구	0.037	0.037	0.6	0.004	56	28
201605	중랑구	0.029	0.043	0.4	0.006	59	32
201605	천호대로	0.046	0.029	0.5	0.005	53	27
201605	청계천로	0.046	0.029	0.5	0.011	50	15
201605	한강대로	0.053	0.027	0.6	0.005	70	32
201605	홍릉로	0.052	0.013	0.7	0.006	52	35
201605	화랑로	0.054	0.025	0.6	0.004	65	33
201604	강남구	0.037	0.033	0.5	0.006	78	31
201604	강남대로	0.071	0.017	0.7	0.009	80	33
201604	강동구	0.035	0.025	0.5	0.004	77	29
201604	강변북로	0.056	0.018	0.5	0.005	82	31
201604	강북구	0.034	0.035	0.5	0.004	62	29
201604	강서구	0.033	0.027	0.4	0.006	76	28
201604	공항대로	0.037	0.014	0.7	0.005	84	28
201604	관악구	0.038	0.032	0.6	0.005	66	31
201604	광진구	0.034	0.035	0.6	0.004	68	34
201604	구로구	0.028	0.027	0.6	0.007	79	32
201604	금천구	0.04	0.032	0.6	0.005	64	30
201604	노원구	0.032	0.034	0.6	0.006	56	30
201604	도봉구	0.032	0.036	0.4	0.005	71	26
201604	도산대로	0.052	0.024	0.8	0.004	76	29
201604	동대문구	0.038	0.031	0.5	0.007	76	29
201604	동작구	0.036	0.03	0.5	0.005	69	34
201604	동작대로	0.062	0.018	0.7	0.006	90	41
201604	마포구	0.039	0.032	0.6	0.005	68	33
201604	서대문구	0.024	0.036	0.6	0.005	75	33
201604	서초구	0.037	0.029	0.5	0.005	77	25
201604	성동구	0.038	0.03	0.5	0.007	83	28
201604	성북구	0.04	0.025	0.6	0.006	73	27
201604	송파구	0.035	0.034	0.5	0.005	69	27
201604	신촌로	0.055	0.014	0.8	0.006	98	33
201604	양천구	0.038	0.033	0.6	0.005	66	27
201604	영등포구	0.034	0.025	0.6	0.004	73	30
201604	영등포로	0.065	0.015	0.6	0.008	88	33
201604	용산구	0.037	0.029	0.5	0.005	58	31
201604	은평구	0.042	0.035	0.5	0.007	69	27
201604	정릉로	0.038	0.028	0.5	0.006	82	34
201604	종로	0.054	0.022	0.7	0.005	72	30
201604	종로구	0.034	0.024	0.4	0.005	67	35
201604	중구	0.043	0.028	0.6	0.004	69	28
201604	중랑구	0.035	0.034	0.5	0.005	77	32
201604	천호대로	0.046	0.024	0.7	0.005	61	30
201604	청계천로	0.048	0.024	0.5	0.01	61	19
201604	한강대로	0.054	0.02	0.6	0.005	84	30
201604	홍릉로	0.051	0.016	0.7	0.005	60	34
201604	화랑로	0.055	0.02	0.6	0.005	77	33
201603	강남구	0.04	0.026	0.5	0.007	66	31
201603	강남대로	0.064	0.012	0.8	0.011	72	34
201603	강동구	0.039	0.018	0.6	0.005	68	32
201603	강변북로	0.06	0.013	0.6	0.007	75	32
201603	강북구	0.037	0.026	0.6	0.005	58	33
201603	강서구	0.033	0.022	0.5	0.006	70	29
201603	공항대로	0.039	0.011	0.4	0.005	91	26
201603	관악구	0.035	0.027	0.6	0.006	62	33
201603	광진구	0.037	0.02	0.6	0.005	67	40
201603	구로구	0.03	0.024	0.6	0.007	67	31
201603	금천구	0.041	0.025	0.6	0.005	61	33
201603	노원구	0.036	0.026	0.6	0.007	55	33
201603	도봉구	0.035	0.036	0.5	0.005	61	27
201603	도산대로	0.052	0.017	0.8	0.005	66	29
201603	동대문구	0.04	0.026	0.7	0.007	66	29
201603	동작구	0.039	0.026	0.5	0.005	61	38
201603	동작대로	0.062	0.014	0.7	0.008	80	42
201603	마포구	0.04	0.026	0.6	0.006	63	37
201603	서대문구	0.047	0.028	0.6	0.006	68	32
201603	서초구	0.035	0.023	0.4	0.006	68	28
201603	성동구	0.039	0.024	0.5	0.006	72	29
201603	성북구	0.041	0.022	0.6	0.006	61	31
201603	송파구	0.038	0.027	0.5	0.006	61	27
201603	신촌로	0.059	0.012	0.8	0.007	90	37
201603	양천구	0.039	0.026	0.6	0.006	65	34
201603	영등포구	0.036	0.02	0.8	0.006	80	31
201603	영등포로	0.061	0.014	0.5	0.008	80	34
201603	용산구	0.041	0.021	0.5	0.005	54	33
201603	은평구	0.042	0.031	0.5	0.007	63	30
201603	정릉로	0.042	0.025	0.6	0.008	72	33
201603	종로	0.047	0.023	0.6	0.005	62	29
201603	종로구	0.034	0.021	0.4	0.005	63	40
201603	중구	0.045	0.027	0.7	0.006	58	27
201603	중랑구	0.04	0.025	0.5	0.006	64	30
201603	천호대로	0.049	0.017	0.5	0.006	58	32
201603	청계천로	0.048	0.019	0.6	0.01	57	19
201603	한강대로	0.051	0.018	0.7	0.006	76	34
201603	홍릉로	0.052	0.015	0.7	0.006	57	37
201603	화랑로	0.044	0.016	0.7	0.006	70	33
201602	강남구	0.034	0.02	0.5	0.006	48	22
201602	강남대로	0.056	0.01	0.8	0.01	56	26
201602	강동구	0.035	0.012	0.6	0.005	51	24
201602	강변북로	0.055	0.011	0.6	0.006	55	23
201602	강북구	0.033	0.019	0.7	0.005	41	26
201602	강서구	0.031	0.017	0.5	0.006	48	22
201602	공항대로	0.034	0.009	0.7	0.006	65	24
201602	관악구	0.037	0.018	0.7	0.006	46	25
201602	광진구	0.033	0.013	0.6	0.005	49	30
201602	구로구	0.029	0.018	0.6	0.007	41	23
201602	금천구	0.037	0.019	0.6	0.005	43	25
201602	노원구	0.033	0.02	0.7	0.007	40	25
201602	도봉구	0.03	0.028	0.5	0.005	44	20
201602	도산대로	0.045	0.014	0.9	0.005	48	22
201602	동대문구	0.037	0.016	0.7	0.007	48	21
201602	동작구	0.037	0.02	0.6	0.005	38	22
201602	동작대로	0.056	0.011	0.7	0.008	60	34
201602	마포구	0.029	0.018	0.6	0.006	37	24
201602	서대문구	0.033	0.021	0.6	0.005	46	21
201602	서초구	0.03	0.017	0.5	0.006	49	21
201602	성동구	0.036	0.016	0.5	0.004	52	23
201602	성북구	0.037	0.018	0.7	0.007	44	22
201602	송파구	0.033	0.021	0.6	0.006	46	22
201602	신촌로	0.05	0.01	0.8	0.006	67	27
201602	양천구	0.034	0.019	0.6	0.005	50	28
201602	영등포구	0.028	0.013	0.7	0.006	52	22
201602	영등포로	0.054	0.012	0.6	0.008	61	25
201602	용산구	0.035	0.016	0.6	0.005	38	25
201602	은평구	0.03	0.024	0.5	0.007	43	22
201602	정릉로	0.034	0.019	0.6	0.007	53	24
201602	종로	0.04	0.018	0.5	0.005	46	21
201602	종로구	0.031	0.016	0.4	0.005	46	28
201602	중구	0.038	0.017	0.8	0.007	45	20
201602	중랑구	0.037	0.019	0.7	0.007	48	23
201602	천호대로	0.044	0.012	0.6	0.006	42	22
201602	청계천로	0.042	0.014	0.6	0.011	43	13
201602	한강대로	0.045	0.013	0.7	0.006	57	25
201602	홍릉로	0.047	0.011	0.7	0.007	44	30
201602	화랑로	0.047	0.012	0.8	0.006	54	24
201601	강남구	0.036	0.017	0.6	0.006	53	26
201601	강남대로	0.052	0.007	0.9	0.008	59	30
201601	강동구	0.037	0.008	0.7	0.005	56	27
201601	강변북로	0.054	0.009	0.7	0.007	57	25
201601	강북구	0.034	0.015	0.7	0.005	50	30
201601	강서구	0.033	0.012	0.5	0.006	51	25
201601	공항대로	0.035	0.007	0.8	0.005	69	28
201601	관악구	0.043	0.013	0.7	0.005	49	29
201601	광진구	0.034	0.014	0.6	0.005	54	36
201601	구로구	0.029	0.014	0.7	0.007	46	26
201601	금천구	0.038	0.014	0.7	0.006	48	30
201601	노원구	0.034	0.014	0.7	0.007	47	25
201601	도봉구	0.034	0.021	0.6	0.006	49	25
201601	도산대로	0.045	0.01	0.9	0.005	52	26
201601	동대문구	0.036	0.013	0.9	0.007	52	26
201601	동작구	0.04	0.015	0.6	0.005	44	27
201601	동작대로	0.057	0.011	0.8	0.007	64	36
201601	마포구	0.03	0.014	0.6	0.006	41	29
201601	서대문구	0.041	0.017	0.7	0.006	52	25
201601	서초구	0.031	0.012	0.5	0.006	59	26
201601	성동구	0.037	0.011	0.7	0.005	52	26
201601	성북구	0.038	0.014	0.8	0.007	50	25
201601	송파구	0.034	0.016	0.6	0.006	48	25
201601	신촌로	0.05	0.008	0.8	0.006	70	27
201601	양천구	0.036	0.013	0.7	0.005	57	36
201601	영등포구	0.03	0.01	0.7	0.007	58	26
201601	영등포로	0.051	0.009	0.6	0.008	66	30
201601	용산구	0.036	0.012	0.4	0.005	41	28
201601	은평구	0.03	0.017	0.5	0.007	47	25
201601	정릉로	0.032	0.014	0.7	0.008	57	29
201601	종로	0.039	0.015	0.6	0.005	51	24
201601	종로구	0.033	0.01	0.4	0.005	49	34
201601	중구	0.038	0.015	0.6	0.007	48	23
201601	중랑구	0.039	0.014	0.7	0.007	51	27
201601	천호대로	0.047	0.008	0.6	0.006	49	29
201601	청계천로	0.042	0.011	0.6	0.01	46	15
201601	한강대로	0.043	0.011	0.7	0.006	59	30
201601	홍릉로	0.047	0.009	0.7	0.008	49	35
201601	화랑로	0.051	0.008	0.8	0.006	56	26
201512	강남구	0.039	0.01	0.6	0.005	47	26
201512	강남대로	0.073	0.005	1.1	0.009	60	29
201512	강동구	0.037	0.007	0.7	0.004	50	25
201512	강변북로	0.042	0.008	0.8	0.006	51	25
201512	강북구	0.039	0.01	0.8	0.005	34	22
201512	강서구	0.038	0.008	0.8	0.006	54	27
201512	공항대로	0.041	0.005	0.9	0.005	81	31
201512	관악구	0.042	0.008	0.9	0.005	52	32
201512	광진구	0.035	0.009	0.6	0.005	50	33
201512	구로구	0.034	0.008	0.8	0.006	46	27
201512	금천구	0.045	0.009	0.8	0.005	54	34
201512	노원구	0.038	0.01	0.8	0.007	47	32
201512	도봉구	0.039	0.014	0.6	0.006	45	25
201512	도산대로	0.047	0.006	1	0.005	50	27
201512	동대문구	0.042	0.009	0.9	0.006	49	26
201512	동작구	0.048	0.01	0.7	0.005	43	27
201512	동작대로	0.057	0.005	0.9	0.009	70	38
201512	마포구	0.029	0.009	0.7	0.005	46	34
201512	서대문구	0.05	0.01	0.7	0.005	44	26
201512	서초구	0.037	0.008	0.6	0.006	51	25
201512	성동구	0.036	0.008	0.7	0.005	51	26
201512	성북구	0.043	0.01	0.9	0.007	45	24
201512	송파구	0.037	0.011	0.7	0.006	47	25
201512	신촌로	0.056	0.006	1	0.006	64	27
201512	양천구	0.043	0.009	0.8	0.004	61	38
201512	영등포구	0.03	0.008	0.8	0.006	56	26
201512	영등포로	0.057	0.006	0.7	0.008	64	32
201512	용산구	0.041	0.007	0.6	0.005	43	31
201512	은평구	0.034	0.014	0.6	0.006	47	25
201512	정릉로	0.031	0.009	0.8	0.007	52	28
201512	종로	0.047	0.009	0.7	0.005	52	26
201512	종로구	0.038	0.009	0.6	0.006	49	32
201512	중구	0.048	0.009	0.8	0.006	45	23
201512	중랑구	0.041	0.009	0.8	0.007	47	26
201512	천호대로	0.047	0.006	0.7	0.006	50	29
201512	청계천로	0.046	0.008	0.8	0.01	49	17
201512	한강대로	0.049	0.007	0.8	0.006	55	30
201512	홍릉로	0.05	0.006	0.8	0.008	49	38
201512	화랑로	0.053	0.005	1.1	0.006	58	29
201511	강남구	0.036	0.011	0.5	0.005	33	21
201511	강남대로	0.066	0.005	0.9	0.008	42	24
201511	강동구	0.032	0.01	0.5	0.004	35	20
201511	강변북로	0.039	0.012	0.6	0.005	34	19
201511	강북구	0.035	0.012	0.6	0.003	31	22
201511	강서구	0.033	0.01	0.6	0.005	41	23
201511	공항대로	0.031	0.007	0.7	0.004	60	26
201511	관악구	0.04	0.009	0.7	0.004	40	26
201511	광진구	0.03	0.013	0.5	0.004	29	19
201511	구로구	0.03	0.01	0.6	0.007	35	22
201511	금천구	0.036	0.013	0.6	0.004	32	25
201511	노원구	0.029	0.014	0.6	0.006	31	21
201511	도봉구	0.033	0.016	0.5	0.004	30	18
201511	도산대로	0.044	0.007	0.8	0.004	35	21
201511	동대문구	0.038	0.011	0.7	0.005	34	22
201511	동작구	0.04	0.011	0.5	0.004	36	23
201511	동작대로	0.064	0.005	0.8	0.009	49	32
201511	마포구	0.037	0.012	0.6	0.005	34	26
201511	서대문구	0.042	0.012	0.6	0.004	29	20
201511	서초구	0.031	0.01	0.5	0.005	37	21
201511	성동구	0.027	0.012	0.5	0.003	33	18
201511	성북구	0.037	0.012	0.7	0.005	30	19
201511	송파구	0.032	0.013	0.6	0.004	32	19
201511	신촌로	0.05	0.008	0.9	0.006	46	22
201511	양천구	0.038	0.013	0.6	0.004	35	25
