측정월	측정소명	이산화질소농도(ppm)	오존농도(ppm)	일산화탄소농도(ppm)	아황산가스(ppm)	미세먼지(㎍/㎥)	초미세먼지(㎍/㎥)
201801	신촌로	0.048	0.008	1	0.007	68	33
201801	양천구	0.036	0.011	0.7	0.005	47	33
201801	영등포구	0.033	0.011	0.7	0.007	57	36
201801	영등포로	0.051	0.008	0.6	0.006	66	28
201801	용산구	0.034	0.012	0.4	0.005	48	32
201801	은평구	0.038	0.018	0.7	0.005	51	32
201801	정릉로	0.044	0.01	0.7	0.006	63	31
201801	종로	0.037	0.015	0.7	0.004	43	28
201801	종로구	0.037	0.015	0.7	0.007	45	30
201801	중구	0.034	0.015	0.7	0.004	45	30
201801	중랑구	0.037	0.013	0.7	0.006	55	33
201801	천호대로	0.05	0.008	0.7	0.005	63	27
201801	청계천로	0.041	0.013	0.6	0.006	48	30
201801	한강대로	0.044	0.012	0.6	0.005	59	27
201801	홍릉로	0.045	0.011	0.6	0.007	54	34
201801	화랑로	0.036	0.01	0.7	0.005	50	22
201712	강남구	0.036	0.008	0.6	0.006	42	33
201712	강남대로	0.054	0.007	0.8	0.005	59	23
201712	강동구	0.039	0.01	0.7	0.005	55	34
201712	강변북로	0.035	0.008	0.7	0.005	51	22
201712	강북구	0.034	0.015	0.7	0.004	49	28
201712	강서구	0.036	0.011	0.7	0.005	35	20
201712	공항대로	0.048	0.008	0.6	0.006	63	33
201712	관악구	0.036	0.009	0.5	0.007	45	32
201712	광진구	0.036	0.011	0.7	0.005	51	32
201712	구로구	0.026	0.008	0.6	0.007	54	35
201712	금천구	0.036	0.011	0.6	0.004	47	32
201712	노원구	0.036	0.012	0.7	0.006	52	33
201712	도봉구	0.035	0.013	0.7	0.005	51	31
201712	도산대로	0.038	0.007	0.8	0.005	58	28
201712	동대문구	0.037	0.011	0.7	0.006	57	32
201712	동작구	0.039	0.011	0.6	0.004	50	34
201712	동작대로	0.049	0.005	0.8	0.005	55	26
201712	마포구	0.037	0.01	0.7	0.005	44	32
201712	서대문구	0.025	0.013	0.5	0.004	48	28
201712	서초구	0.031	0.009	0.7	0.005	58	35
201712	성동구	0.033	0.009	0.6	0.005	52	33
201712	성북구	0.04	0.011	0.8	0.006	51	30
201712	송파구	0.033	0.011	0.6	0.005	49	31
201712	신촌로	0.05	0.006	1.1	0.007	66	34
201712	양천구	0.037	0.008	0.7	0.004	49	30
201712	영등포구	0.031	0.01	0.6	0.007	54	32
201712	영등포로	0.05	0.006	0.6	0.006	63	27
201712	용산구	0.034	0.009	0.4	0.005	48	32
201712	은평구	0.03	0.014	0.7	0.004	49	30
201712	정릉로	0.046	0.007	0.8	0.007	63	34
201712	종로	0.037	0.012	0.6	0.004	40	26
201712	종로구	0.039	0.011	0.8	0.006	45	31
201712	중구	0.037	0.011	0.7	0.004	44	30
201712	중랑구	0.037	0.01	0.7	0.006	49	29
201712	천호대로	0.047	0.007	0.6	0.005	58	28
201712	청계천로	0.042	0.01	0.7	0.006	49	31
201712	한강대로	0.044	0.009	0.6	0.005	58	24
201712	홍릉로	0.047	0.007	0.6	0.007	54	35
201712	화랑로	0.036	0.007	0.8	0.005	50	24
201711	강남구	0.033	0.011	0.5	0.005	41	25
201711	강남대로	0.043	0.007	0.8	0.005	54	19
201711	강동구	0.036	0.013	0.6	0.005	47	21
201711	강변북로	0.036	0.009	0.6	0.004	48	18
201711	강북구	0.03	0.021	0.5	0.004	40	20
201711	강서구	0.038	0.012	0.7	0.005	40	23
201711	공항대로	0.046	0.01	0.5	0.006	60	28
201711	관악구	0.034	0.012	0.5	0.006	37	19
201711	광진구	0.034	0.019	0.6	0.004	44	25
201711	구로구	0.024	0.01	0.6	0.006	40	22
201711	금천구	0.035	0.014	0.5	0.004	40	24
201711	노원구	0.033	0.015	0.6	0.005	45	25
201711	도봉구	0.028	0.017	0.6	0.005	39	20
201711	도산대로	0.036	0.011	0.8	0.005	54	24
201711	동대문구	0.031	0.011	0.6	0.005	42	18
201711	동작구	0.036	0.015	0.5	0.004	45	25
201711	동작대로	0.05	0.006	0.7	0.005	50	21
201711	마포구	0.033	0.014	0.6	0.004	33	22
201711	서대문구	0.023	0.015	0.5	0.004	40	22
201711	서초구	0.031	0.013	0.6	0.005	46	22
201711	성동구	0.035	0.011	0.6	0.005	43	22
201711	성북구	0.035	0.013	0.7	0.004	46	22
201711	송파구	0.032	0.014	0.5	0.005	42	22
201711	신촌로	0.05	0.007	0.9	0.006	59	26
201711	양천구	0.036	0.014	0.6	0.004	50	29
201711	영등포구	0.029	0.014	0.8	0.006	48	19
201711	영등포로	0.049	0.008	0.6	0.006	58	22
201711	용산구	0.032	0.012	0.4	0.004	35	21
201711	은평구	0.033	0.016	0.7	0.006	39	19
201711	정릉로	0.042	0.009	0.7	0.007	54	24
201711	종로	0.038	0.013	0.6	0.004	42	25
201711	종로구	0.037	0.014	0.6	0.005	41	23
201711	중구	0.036	0.014	0.6	0.004	40	23
201711	중랑구	0.032	0.014	0.6	0.006	37	19
201711	천호대로	0.044	0.008	0.5	0.004	51	22
201711	청계천로	0.04	0.011	0.6	0.006	45	26
201711	한강대로	0.044	0.011	0.6	0.005	53	20
201711	홍릉로	0.045	0.01	0.6	0.006	48	28
201711	화랑로	0.036	0.009	0.7	0.004	48	20
201710	강남구	0.027	0.016	0.4	0.005	27	15
201710	강남대로	0.054	0.009	0.7	0.004	37	14
201710	강동구	0.028	0.018	0.5	0.004	32	13
201710	강변북로	0.038	0.013	0.5	0.004	36	14
201710	강북구	0.02	0.025	0.4	0.003	22	13
201710	강서구	0.031	0.017	0.4	0.006	36	18
201710	공항대로	0.044	0.012	0.4	0.005	52	23
201710	관악구	0.027	0.017	0.4	0.006	28	14
201710	광진구	0.028	0.027	0.5	0.004	25	14
201710	구로구	0.025	0.019	0.5	0.006	30	17
201710	금천구	0.029	0.021	0.4	0.003	26	16
201710	노원구	0.026	0.022	0.5	0.003	33	18
201710	도봉구	0.023	0.023	0.5	0.004	28	14
201710	도산대로	0.036	0.017	0.8	0.004	41	17
201710	동대문구	0.028	0.015	0.4	0.004	31	14
201710	동작구	0.03	0.02	0.4	0.003	32	15
201710	동작대로	0.049	0.009	0.7	0.004	33	16
201710	마포구	0.027	0.022	0.5	0.004	25	17
201710	서대문구	0.024	0.024	0.4	0.005	28	15
201710	서초구	0.027	0.018	0.5	0.004	29	14
201710	성동구	0.025	0.016	0.5	0.004	31	14
201710	성북구	0.028	0.018	0.5	0.003	34	17
201710	송파구	0.026	0.019	0.4	0.004	27	13
201710	신촌로	0.044	0.012	0.9	0.005	44	19
201710	양천구	0.03	0.021	0.4	0.003	36	20
201710	영등포구	0.027	0.023	0.7	0.005	36	14
201710	영등포로	0.043	0.013	0.4	0.005	42	15
201710	용산구	0.025	0.018	0.3	0.003	24	15
201710	은평구	0.026	0.026	0.7	0.005	25	14
201710	정릉로	0.037	0.014	0.6	0.006	41	19
201710	종로	0.036	0.015	0.5	0.003	31	16
201710	종로구	0.03	0.022	0.5	0.003	27	16
201710	중구	0.032	0.02	0.5	0.003	28	16
201710	중랑구	0.023	0.02	0.4	0.006	26	13
201710	천호대로	0.039	0.011	0.5	0.004	41	15
201710	청계천로	0.036	0.015	0.5	0.005	33	19
201710	한강대로	0.04	0.015	0.5	0.004	39	15
201710	홍릉로	0.039	0.015	0.5	0.005	35	19
201710	화랑로	0.036	0.01	0.6	0.003	37	15
201709	강남구	0.027	0.022	0.4	0.005	33	19
201709	강남대로	0.068	0.011	0.8	0.005	45	20
201709	강동구	0.026	0.025	0.5	0.003	35	16
201709	강변북로	0.045	0.014	0.6	0.003	35	17
201709	강북구	0.019	0.033	0.4	0.003	25	16
201709	강서구	0.03	0.026	0.4	0.006	41	22
201709	공항대로	0.051	0.016	0.5	0.005	64	31
201709	관악구	0.028	0.025	0.4	0.005	32	18
201709	광진구	0.032	0.029	0.6	0.004	26	16
201709	구로구	0.02	0.026	0.5	0.006	35	22
201709	금천구	0.03	0.028	0.5	0.004	28	20
201709	노원구	0.028	0.03	0.5	0.002	30	19
201709	도봉구	0.024	0.029	0.5	0.004	32	18
201709	도산대로	0.038	0.021	0.8	0.005	48	22
201709	동대문구	0.027	0.02	0.4	0.005	35	18
201709	동작구	0.029	0.028	0.4	0.004	33	21
201709	동작대로	0.059	0.012	0.7	0.004	42	20
201709	마포구	0.025	0.033	0.5	0.004	29	21
201709	서대문구	0.023	0.032	0.4	0.005	32	20
201709	서초구	0.025	0.025	0.5	0.005	34	17
201709	성동구	0.024	0.023	0.6	0.004	37	17
201709	성북구	0.029	0.025	0.5	0.003	39	21
201709	송파구	0.026	0.025	0.4	0.004	31	17
201709	신촌로	0.042	0.017	0.8	0.005	46	22
201709	양천구	0.029	0.027	0.5	0.004	33	23
201709	영등포구	0.032	0.033	0.6	0.006	41	18
201709	영등포로	0.051	0.016	0.4	0.006	49	20
201709	용산구	0.023	0.025	0.3	0.003	28	18
201709	은평구	0.02	0.033	0.6	0.004	29	19
201709	정릉로	0.038	0.018	0.6	0.005	45	24
201709	종로	0.041	0.021	0.8	0.004	36	21
201709	종로구	0.03	0.029	0.5	0.004	28	18
201709	중구	0.034	0.028	0.5	0.003	31	19
201709	중랑구	0.023	0.027	0.4	0.006	29	16
201709	천호대로	0.04	0.016	0.5	0.004	43	20
201709	청계천로	0.039	0.02	0.5	0.006	41	22
201709	한강대로	0.043	0.019	0.5	0.005	47	19
201709	홍릉로	0.042	0.02	0.5	0.004	40	22
201709	화랑로	0.042	0.014	0.7	0.004	42	18
201708	강남구	0.022	0.019	0.3	0.005	22	12
201708	강남대로	0.055	0.013	0.6	0.005	30	13
201708	강동구	0.02	0.024	0.4	0.003	21	11
201708	강변북로	0.038	0.016	0.5	0.003	26	12
201708	강북구	0.015	0.03	0.3	0.003	17	10
201708	강서구	0.025	0.026	0.4	0.006	25	13
201708	공항대로	0.04	0.013	0.5	0.006	40	21
201708	관악구	0.024	0.023	0.3	0.005	23	13
201708	광진구	0.021	0.023	0.5	0.004	20	10
201708	구로구	0.018	0.026	0.4	0.006	22	15
201708	금천구	0.021	0.026	0.4	0.003	20	13
201708	노원구	0.019	0.028	0.4	0.003	23	12
201708	도봉구	0.017	0.024	0.4	0.004	21	13
201708	도산대로	0.032	0.017	0.6	0.005	31	15
201708	동대문구	0.021	0.018	0.3	0.005	22	12
201708	동작구	0.022	0.025	0.3	0.003	24	13
201708	동작대로	0.045	0.015	0.6	0.006	31	15
201708	마포구	0.021	0.025	0.4	0.004	19	15
201708	서대문구	0.024	0.024	0.4	0.005	20	14
201708	서초구	0.019	0.024	0.4	0.004	21	11
201708	성동구	0.019	0.022	0.5	0.004	22	12
201708	성북구	0.024	0.022	0.4	0.003	25	14
201708	송파구	0.02	0.023	0.5	0.004	20	11
201708	신촌로	0.045	0.014	0.7	0.004	28	14
201708	양천구	0.024	0.024	0.4	0.003	21	16
201708	영등포구	0.025	0.029	0.5	0.004	26	13
201708	영등포로	0.043	0.013	0.4	0.006	30	13
201708	용산구	0.02	0.023	0.3	0.003	20	14
201708	은평구	0.014	0.03	0.3	0.004	18	12
201708	정릉로	0.033	0.016	0.5	0.004	30	17
201708	종로	0.037	0.017	0.6	0.004	26	16
201708	종로구	0.024	0.026	0.4	0.003	20	11
201708	중구	0.029	0.023	0.4	0.003	20	13
201708	중랑구	0.017	0.022	0.4	0.006	21	11
201708	천호대로	0.034	0.016	0.4	0.003	29	19
201708	청계천로	0.033	0.017	0.5	0.005	34	17
201708	한강대로	0.037	0.018	0.5	0.005	32	13
201708	홍릉로	0.035	0.017	0.4	0.004	27	15
201708	화랑로	0.035	0.016	0.5	0.004	30	14
201707	강남구	0.021	0.024	0.4	0.005	34	23
201707	강남대로	0.053	0.016	0.6	0.005	45	20
201707	강동구	0.022	0.028	0.4	0.003	31	19
201707	강변북로	0.044	0.017	0.5	0.003	42	21
201707	강북구	0.019	0.034	0.3	0.003	30	21
201707	강서구	0.024	0.034	0.4	0.007	35	21
201707	공항대로	0.042	0.018	0.4	0.005	51	34
201707	관악구	0.023	0.028	0.4	0.005	35	29
201707	광진구	0.024	0.026	0.6	0.004	33	20
201707	구로구	0.017	0.033	0.4	0.006	31	22
201707	금천구	0.018	0.032	0.4	0.003	32	23
201707	노원구	0.024	0.033	0.4	0.003	35	22
201707	도봉구	0.021	0.028	0.5	0.004	30	23
201707	도산대로	0.032	0.019	0.6	0.005	44	24
201707	동대문구	0.021	0.029	0.4	0.004	28	19
201707	동작구	0.021	0.03	0.3	0.003	37	23
201707	동작대로	0.048	0.02	0.6	0.007	42	23
201707	마포구	0.022	0.03	0.4	0.004	34	25
201707	서대문구	0.026	0.027	0.4	0.005	35	23
201707	서초구	0.019	0.033	0.5	0.004	30	18
201707	성동구	0.022	0.025	0.5	0.004	30	19
201707	성북구	0.028	0.026	0.5	0.003	36	25
201707	송파구	0.022	0.028	0.6	0.004	28	19
201707	신촌로	0.05	0.013	0.8	0.005	39	21
201707	양천구	0.022	0.029	0.4	0.004	33	28
201707	영등포구	0.026	0.036	0.5	0.003	37	21
201707	영등포로	0.05	0.014	0.4	0.006	46	22
201707	용산구	0.022	0.027	0.4	0.003	36	24
201707	은평구	0.022	0.032	0.3	0.004	33	22
201707	정릉로	0.037	0.017	0.5	0.006	43	26
201707	종로	0.039	0.02	0.5	0.003	38	31
201707	종로구	0.029	0.03	0.5	0.004	31	21
201707	중구	0.031	0.034	0.4	0.003	31	22
201707	중랑구	0.02	0.024	0.4	0.006	36	23
201707	천호대로	0.034	0.021	0.4	0.003	44	35
201707	청계천로	0.038	0.021	0.5	0.006	43	31
201707	한강대로	0.044	0.02	0.5	0.005	47	21
201707	홍릉로	0.027	0.02	0.5	0.004	40	25
201707	화랑로	0.033	0.027	0.5	0.004	40	20
201706	강남구	0.024	0.032	0.3	0.005	44	22
201706	강남대로	0.063	0.022	0.6	0.005	51	24
201706	강동구	0.023	0.041	0.4	0.003	44	19
201706	강변북로	0.048	0.022	0.4	0.004	49	24
201706	강북구	0.017	0.051	0.4	0.003	31	20
201706	강서구	0.024	0.045	0.3	0.007	44	22
201706	공항대로	0.046	0.024	0.4	0.005	59	34
201706	관악구	0.024	0.042	0.4	0.004	48	29
201706	광진구	0.025	0.041	0.5	0.004	34	20
201706	구로구	0.018	0.04	0.4	0.006	42	21
201706	금천구	0.027	0.041	0.4	0.004	42	23
201706	노원구	0.023	0.048	0.4	0.003	38	23
201706	도봉구	0.019	0.045	0.5	0.004	40	24
201706	도산대로	0.035	0.028	0.5	0.005	52	25
201706	동대문구	0.023	0.036	0.4	0.005	34	20
201706	동작구	0.024	0.043	0.4	0.003	38	22
201706	동작대로	0.057	0.023	0.6	0.007	51	27
201706	마포구	0.023	0.041	0.4	0.004	37	25
201706	서대문구	0.028	0.037	0.4	0.005	47	24
201706	서초구	0.025	0.042	0.4	0.006	43	20
201706	성동구	0.024	0.04	0.5	0.004	47	22
201706	성북구	0.027	0.038	0.5	0.004	44	24
201706	송파구	0.026	0.042	0.5	0.004	45	20
201706	신촌로	0.055	0.018	0.7	0.005	48	28
201706	양천구	0.023	0.038	0.4	0.005	41	28
201706	영등포구	0.029	0.042	0.5	0.004	46	21
201706	영등포로	0.053	0.019	0.4	0.006	54	28
201706	용산구	0.024	0.036	0.3	0.004	43	23
201706	은평구	0.023	0.043	0.4	0.004	45	24
201706	정릉로	0.037	0.026	0.5	0.006	49	25
201706	종로	0.039	0.03	0.3	0.004	40	27
201706	종로구	0.028	0.043	0.5	0.004	35	21
201706	중구	0.026	0.042	0.4	0.004	33	21
201706	중랑구	0.024	0.037	0.3	0.006	44	26
201706	천호대로	0.038	0.031	0.3	0.003	45	27
201706	청계천로	0.038	0.033	0.5	0.005	43	29
201706	한강대로	0.044	0.028	0.5	0.004	52	26
201706	홍릉로	0.044	0.029	0.4	0.004	45	26
201706	화랑로	0.043	0.028	0.5	0.004	47	25
201705	강남구	0.027	0.032	0.3	0.005	62	23
201705	강남대로	0.06	0.022	0.6	0.006	77	
201705	강동구	0.03	0.036	0.5	0.004	71	20
201705	강변북로	0.051	0.021	0.5	0.005	74	
201705	강북구	0.022	0.048	0.4	0.004	52	22
201705	강서구	0.028	0.047	0.3	0.008	70	24
201705	공항대로	0.046	0.026	0.4	0.006	83	36
201705	관악구	0.028	0.044	0.4	0.005	64	28
201705	광진구	0.028	0.043	0.5	0.005	55	22
201705	구로구	0.019	0.038	0.5	0.007	66	24
201705	금천구	0.031	0.041	0.4	0.005	63	24
201705	노원구	0.03	0.043	0.5	0.004	57	25
201705	도봉구	0.024	0.043	0.5	0.005	65	25
201705	도산대로	0.034	0.029	0.6	0.006	71	27
201705	동대문구	0.027	0.034	0.4	0.006	56	21
201705	동작구	0.026	0.046	0.4	0.004	52	23
201705	동작대로	0.057	0.024	0.6	0.006	74	
201705	마포구	0.026	0.041	0.5	0.005	59	28
201705	서대문구	0.031	0.037	0.5	0.007	69	27
201705	서초구	0.027	0.043	0.5	0.006	70	24
201705	성동구	0.029	0.026	0.4	0.005	76	27
201705	성북구	0.032	0.036	0.5	0.005	72	27
201705	송파구	0.03	0.038	0.5	0.005	72	26
201705	신촌로	0.058	0.019	0.8	0.006	71	34
201705	양천구	0.029	0.03	0.4	0.006	53	29
201705	영등포구	0.031	0.042	0.6	0.006	71	21
201705	영등포로	0.057	0.017	0.4	0.006	80	
201705	용산구	0.028	0.023	0.3	0.004	50	24
201705	은평구	0.027	0.042	0.5	0.005	72	26
201705	정릉로	0.031	0.038	0.5	0.006	75	26
201705	종로	0.041	0.031	0.4	0.005	58	27
201705	종로구	0.033	0.041	0.5	0.005	55	23
201705	중구	0.033	0.04	0.4	0.005	54	22
201705	중랑구	0.03	0.036	0.3	0.006	70	27
201705	천호대로	0.041	0.03	0.5	0.004	61	25
201705	청계천로	0.042	0.031	0.6	0.006	61	30
201705	홍릉로	0.045	0.026	0.5	0.006	66	30
201704	강남구	0.032	0.029	0.4	0.005	57	25
201704	강남대로	0.061	0.019	0.7	0.006	74	35
201704	강동구	0.031	0.035	0.5	0.004	62	28
201704	강변북로	0.05	0.018	0.5	0.005	69	46
201704	강북구	0.026	0.042	0.5	0.004	45	23
201704	강서구	0.034	0.04	0.4	0.007	60	25
201704	공항대로	0.047	0.023	0.5	0.006	82	37
201704	관악구	0.033	0.038	0.5	0.004	59	27
201704	광진구	0.03	0.043	0.5	0.005	52	25
201704	구로구	0.023	0.031	0.5	0.007	57	25
201704	금천구	0.034	0.037	0.5	0.005	49	28
201704	노원구	0.032	0.038	0.5	0.004	50	26
201704	도봉구	0.026	0.039	0.4	0.005	56	25
201704	도산대로	0.04	0.025	0.7	0.006	62	28
201704	동대문구	0.031	0.032	0.4	0.005	51	22
201704	동작구	0.031	0.041	0.5	0.004	49	26
201704	동작대로	0.057	0.022	0.7	0.008	68	45
201704	마포구	0.031	0.037	0.5	0.005	55	33
201704	서대문구	0.034	0.031	0.5	0.006	61	28
201704	서초구	0.03	0.037	0.5	0.005	64	28
201704	성동구	0.031	0.025	0.4	0.005	66	28
201704	성북구	0.037	0.03	0.6	0.004	59	27
201704	송파구	0.029	0.036	0.6	0.005	62	24
201704	신촌로	0.058	0.017	0.9	0.005	63	32
201704	양천구	0.031	0.026	0.5	0.006	50	31
201704	영등포구	0.034	0.034	0.7	0.005	62	24
201704	영등포로	0.055	0.018	0.4	0.006	71	45
201704	용산구	0.03	0.023	0.4	0.004	47	26
201704	은평구	0.029	0.039	0.6	0.004	60	25
201704	정릉로	0.034	0.033	0.5	0.007	69	29
201704	종로	0.045	0.023	0.5	0.004	57	32
201704	종로구	0.036	0.035	0.6	0.004	51	26
201704	중구	0.038	0.033	0.5	0.004	51	26
201704	중랑구	0.029	0.034	0.4	0.006	59	26
201704	천호대로	0.042	0.028	0.6	0.004	55	31
201704	청계천로	0.044	0.027	0.5	0.006	58	34
201704	한강대로	0.048	0.026	0.6	0.005	74	40
201704	홍릉로	0.046	0.023	0.5	0.006	62	34
201704	화랑로	0.046	0.024	0.6	0.004	63	40
201703	강남구	0.04	0.021	0.5	0.006	64	45
201703	강남대로	0.068	0.013	0.8	0.006	80	45
201703	강동구	0.04	0.023	0.6	0.005	67	43
201703	강변북로	0.054	0.013	0.5	0.005	77	50
201703	강북구	0.03	0.034	0.6	0.004	50	33
201703	강서구	0.041	0.027	0.6	0.008	65	36
201703	공항대로	0.054	0.017	0.6	0.006	96	50
201703	관악구	0.047	0.025	0.7	0.004	55	41
201703	광진구	0.038	0.03	0.6	0.005	58	44
201703	구로구	0.028	0.021	0.6	0.007	63	37
201703	금천구	0.043	0.025	0.6	0.005	56	42
201703	노원구	0.039	0.029	0.7	0.005	53	37
201703	도봉구	0.032	0.028	0.5	0.005	60	34
201703	도산대로	0.044	0.018	0.8	0.006	63	40
201703	동대문구	0.038	0.024	0.5	0.005	64	34
201703	동작구	0.041	0.03	0.6	0.005	54	37
201703	동작대로	0.064	0.015	0.8	0.008	78	52
201703	마포구	0.042	0.025	0.6	0.004	62	50
201703	서대문구	0.03	0.023	0.6	0.006	65	37
201703	서초구	0.037	0.025	0.6	0.005	65	44
201703	성동구	0.039	0.021	0.5	0.005	65	45
201703	성북구	0.043	0.024	0.6	0.004	60	44
201703	송파구	0.039	0.027	0.7	0.005	63	40
201703	신촌로	0.063	0.012	1	0.006	67	41
201703	양천구	0.038	0.019	0.6	0.006	59	43
201703	영등포구	0.041	0.017	0.9	0.005	70	38
201703	영등포로	0.059	0.015	0.5	0.007	81	50
201703	용산구	0.038	0.018	0.5	0.004	52	35
201703	은평구	0.031	0.029	0.6	0.004	61	36
201703	정릉로	0.035	0.022	0.6	0.007	74	37
201703	종로	0.044	0.018	0.5	0.004	61	45
201703	종로구	0.041	0.027	0.7	0.005	55	40
201703	중구	0.043	0.026	0.6	0.004	57	38
201703	중랑구	0.037	0.025	0.5	0.006	62	38
201703	천호대로	0.052	0.017	0.7	0.005	66	40
201703	청계천로	0.049	0.021	0.6	0.006	60	46
201703	한강대로	0.052	0.019	0.6	0.005	80	48
201703	홍릉로	0.052	0.018	0.6	0.006	64	49
201703	화랑로	0.048	0.017	0.7	0.005	71	44
201702	강남구	0.036	0.016	0.6	0.005	51	30
201702	강남대로	0.058	0.01	0.9	0.006	61	33
201702	강동구	0.037	0.016	0.6	0.004	54	30
201702	강변북로	0.045	0.01	0.5	0.005	61	34
201702	강북구	0.029	0.025	0.6	0.004	37	25
201702	강서구	0.035	0.02	0.6	0.007	49	27
201702	공항대로	0.047	0.013	0.6	0.006	71	36
201702	관악구	0.045	0.018	0.7	0.007	43	30
201702	광진구	0.037	0.023	0.6	0.005	46	31
201702	구로구	0.027	0.015	0.6	0.007	47	28
201702	금천구	0.039	0.018	0.6	0.005	42	30
201702	노원구	0.037	0.021	0.7	0.004	42	28
201702	도봉구	0.03	0.02	0.6	0.005	46	26
201702	도산대로	0.039	0.013	0.9	0.006	49	31
201702	동대문구	0.035	0.016	0.7	0.005	50	27
201702	동작구	0.037	0.021	0.6	0.004	41	28
201702	동작대로	0.058	0.012	0.8	0.007	65	44
201702	마포구	0.04	0.018	0.7	0.004	45	32
201702	서대문구	0.028	0.021	0.6	0.006	48	26
201702	서초구	0.033	0.019	0.6	0.005	49	27
201702	성동구	0.035	0.016	0.5	0.004	47	28
201702	성북구	0.04	0.018	0.8	0.005	49	28
201702	송파구	0.036	0.02	0.7	0.005	47	28
201702	신촌로	0.055	0.008	1	0.006	52	32
201702	양천구	0.035	0.013	0.7	0.006	44	32
201702	영등포구	0.025	0.014	0.8	0.005	49	28
201702	영등포로	0.061	0.011	0.6	0.007	60	37
201702	용산구	0.033	0.015	0.6	0.004	40	28
201702	은평구	0.03	0.023	0.8	0.005	43	25
201702	정릉로	0.036	0.017	0.7	0.006	56	27
201702	종로	0.039	0.015	0.5	0.004	47	34
201702	종로구	0.038	0.019	0.6	0.004	42	29
201702	중구	0.039	0.018	0.5	0.004	44	29
201702	중랑구	0.036	0.017	0.5	0.006	49	30
201702	천호대로	0.05	0.011	0.7	0.005	48	31
201702	청계천로	0.044	0.015	0.5	0.005	46	33
201702	한강대로	0.048	0.013	0.6	0.005	61	34
201702	홍릉로	0.048	0.013	0.5	0.007	51	35
201702	화랑로	0.043	0.013	0.7	0.006	57	35
201701	강남구	0.034	0.012	0.6	0.005	58	32
201701	강남대로	0.073	0.009	1	0.006	67	36
201701	강동구	0.037	0.012	0.7	0.004	61	34
201701	강변북로	0.043	0.01	0.6	0.004	64	35
201701	강북구	0.029	0.019	0.6	0.005	45	31
201701	강서구	0.036	0.015	0.6	0.006	56	31
201701	공항대로	0.049	0.011	0.7	0.006	64	37
201701	관악구	0.045	0.013	0.7	0.007	49	34
201701	광진구	0.037	0.017	0.7	0.005	53	37
201701	구로구	0.027	0.013	0.6	0.006	55	32
201701	금천구	0.041	0.014	0.7	0.005	48	33
201701	노원구	0.038	0.016	0.8	0.005	51	34
201701	도봉구	0.032	0.016	0.7	0.005	55	30
201701	도산대로	0.036	0.01	1	0.005	55	30
201701	동대문구	0.035	0.013	0.8	0.005	58	33
201701	동작구	0.04	0.015	0.7	0.004	47	34
201701	동작대로	0.059	0.01	0.9	0.006	71	47
201701	마포구	0.039	0.014	0.8	0.004	51	38
201701	서대문구	0.028	0.018	0.6	0.006	57	29
201701	서초구	0.033	0.016	0.7	0.005	56	27
201701	성동구	0.035	0.013	0.6	0.004	55	32
201701	성북구	0.039	0.012	0.7	0.005	55	30
201701	송파구	0.035	0.015	0.8	0.005	54	29
201701	신촌로	0.051	0.007	1	0.007	55	37
201701	양천구	0.036	0.01	0.7	0.005	52	30
201701	영등포구	0.024	0.013	0.8	0.005	53	33
201701	영등포로	0.071	0.009	0.7	0.007	67	44
201701	용산구	0.032	0.012	0.6	0.005	46	33
201701	은평구	0.026	0.014	0.7	0.004	53	30
201701	정릉로	0.031	0.013	0.7	0.006	65	31
201701	종로	0.039	0.012	0.5	0.004	51	38
201701	종로구	0.038	0.015	0.7	0.004	50	34
201701	중구	0.039	0.014	0.6	0.004	51	34
201701	중랑구	0.037	0.012	0.6	0.005	57	35
201701	천호대로	0.051	0.009	0.6	0.005	53	35
201701	청계천로	0.043	0.012	0.5	0.006	47	32
201701	한강대로	0.046	0.011	0.6	0.006	68	36
201701	홍릉로	0.047	0.01	0.9	0.007	52	34
201701	화랑로	0.05	0.01	0.8	0.005	65	38
201612	강남구	0.035	0.008	0.6	0.006	51	30
201612	강남대로	0.08	0.006	1	0.007	63	31
201612	강동구	0.036	0.008	0.6	0.004	55	32
201612	강변북로	0.042	0.007	0.7	0.005	59	32
201612	강북구	0.032	0.012	0.7	0.004	41	30
201612	강서구	0.037	0.01	0.6	0.006	51	29
201612	공항대로	0.051	0.008	0.7	0.006	67	30
201612	관악구	0.046	0.01	0.8	0.006	45	32
201612	광진구	0.037	0.011	0.6	0.005	47	34
201612	구로구	0.029	0.01	0.5	0.006	50	30
201612	금천구	0.041	0.009	0.7	0.004	43	28
201612	노원구	0.034	0.012	0.7	0.005	45	30
201612	도봉구	0.035	0.012	0.6	0.005	48	28
201612	도산대로	0.039	0.006	1	0.005	51	28
201612	동대문구	0.037	0.007	0.8	0.005	52	31
201612	동작구	0.041	0.01	0.6	0.004	43	27
201612	동작대로	0.057	0.007	0.9	0.007	66	46
201612	마포구	0.041	0.009	0.8	0.005	45	30
201612	서대문구	0.028	0.014	0.7	0.005	53	25
201612	서초구	0.037	0.01	0.7	0.005	50	26
201612	성동구	0.038	0.008	0.6	0.005	50	30
201612	성북구	0.04	0.008	0.9	0.005	48	26
201612	송파구	0.036	0.01	0.7	0.005	45	28
201612	신촌로	0.05	0.005	1.1	0.007	56	36
201612	양천구	0.036	0.007	0.8	0.005	47	27
